"Port Number","Service Name","Description"
"4155","bzr","Bazaar version control system"
"4155","bzr","Bazaar version control system"
"4156","stat-results","STAT Results"
"4156","stat-results","STAT Results"
"4157","stat-scanner","STAT Scanner Control"
"4157","stat-scanner","STAT Scanner Control"
"4158","stat-cc","STAT Command Center"
"4158","stat-cc","STAT Command Center"
"4159","nss","Network Security Service"
"4159","nss","Network Security Service"
"4160","jini-discovery","Jini Discovery"
"4160","jini-discovery","Jini Discovery"
"4161","omscontact","OMS Contact"
"4161","omscontact","OMS Contact"
"4162","omstopology","OMS Topology"
"4162","omstopology","OMS Topology"
"4163","silverpeakpeer","Silver Peak Peer Protocol"
"4163","silverpeakpeer","Silver Peak Peer Protocol"
"4164","silverpeakcomm","Silver Peak Communication Protocol"
"4164","silverpeakcomm","Silver Peak Communication Protocol"
"4165","altcp","ArcLink over Ethernet"
"4165","altcp","ArcLink over Ethernet"
"4166","joost","Joost Peer to Peer Protocol"
"4166","joost","Joost Peer to Peer Protocol"
"4167","ddgn","DeskDirect Global Network"
"4167","ddgn","DeskDirect Global Network"
"4168","pslicser","PrintSoft License Server"
"4168","pslicser","PrintSoft License Server"
"4169","iadt","Automation Drive Interface Transport"
"4169","iadt-disc","Internet ADT Discovery Protocol"
"4170","d-cinema-csp","SMPTE Content Synchonization Protocol"
"4170","","Reserved"
"4171","ml-svnet","Maxlogic Supervisor Communication"
"4171","","Reserved"
"4172","pcoip","PC over IP"
"4172","pcoip","PC over IP"
"4173","","Reserved"
"4173","mma-discovery","MMA Device Discovery"
"4174","smcluster","StorMagic Cluster Services"
"4174","sm-disc","StorMagic Discovery"
"4175","bccp","Brocade Cluster Communication Protocol"
"4175","","Reserved"
"4176","tl-ipcproxy","Translattice Cluster IPC Proxy"
"4176","","Reserved"
"4177","wello","Wello P2P pubsub service"
"4177","wello","Wello P2P pubsub service"
"4178","storman","StorMan"
"4178","storman","StorMan"
"4179","MaxumSP","Maxum Services"
"4179","MaxumSP","Maxum Services"
"4180","httpx","HTTPX"
"4180","httpx","HTTPX"
"4181","macbak","MacBak"
"4181","macbak","MacBak"
"4182","pcptcpservice","Production Company Pro TCP Service"
"4182","pcptcpservice","Production Company Pro TCP Service"
"4183","cyborgnet","CyborgNet communications protocol"
"4183","cyborgnet","CyborgNet communications protocol"
"4184","universe-suite","UNIVERSE SUITE MESSAGE SERVICE
IANA assigned this well-formed service name as a replacement for ""universe_suite""."
"4184","universe_suite","UNIVERSE SUITE MESSAGE SERVICE"
"4184","universe-suite","UNIVERSE SUITE MESSAGE SERVICE
IANA assigned this well-formed service name as a replacement for ""universe_suite""."
"4184","universe_suite","UNIVERSE SUITE MESSAGE SERVICE"
"4185","wcpp","Woven Control Plane Protocol"
"4185","wcpp","Woven Control Plane Protocol"
"4186","boxbackupstore","Box Backup Store Service"
"4186","","Reserved"
"4187","csc-proxy","Cascade Proxy
IANA assigned this well-formed service name as a replacement for ""csc_proxy""."
"4187","csc_proxy","Cascade Proxy"
"4187","","Reserved"
"4188","vatata","Vatata Peer to Peer Protocol"
"4188","vatata","Vatata Peer to Peer Protocol"
"4189","pcep","Path Computation Element Communication Protocol"
"4189","","Reserved"
"4190","sieve","ManageSieve Protocol"
"4190","","Reserved"
"4191","","Reserved"
"4191","dsmipv6","Dual Stack MIPv6 NAT Traversal"
"4192","azeti","Azeti Agent Service"
"4192","azeti-bd","azeti blinddate"
"4193","pvxplusio","PxPlus remote file srvr"
"4193","","Reserved"
"4194-4196","","Unassigned"
"4197","hctl","Harman HControl Protocol"
"4197","hctl","Harman HControl Protocol"
"4198","","Unassigned"
"4199","eims-admin","EIMS ADMIN"
"4199","eims-admin","EIMS ADMIN"
"4200-4299","vrml-multi-use","VRML Multi User Systems"
"4300","corelccam","Corel CCam"
"4300","corelccam","Corel CCam"
"4301","d-data","Diagnostic Data"
"4301","d-data","Diagnostic Data"
"4302","d-data-control","Diagnostic Data Control"
"4302","d-data-control","Diagnostic Data Control"
"4303","srcp","Simple Railroad Command Protocol"
"4303","srcp","Simple Railroad Command Protocol"
"4304","owserver","One-Wire Filesystem Server"
"4304","owserver","One-Wire Filesystem Server"
"4305","batman","better approach to mobile ad-hoc networking"
"4305","batman","better approach to mobile ad-hoc networking"
"4306","pinghgl","Hellgate London"
"4306","pinghgl","Hellgate London"
"4307","visicron-vs","Visicron Videoconference Service"
"4307","visicron-vs","Visicron Videoconference Service"
"4308","compx-lockview","CompX-LockView"
"4308","compx-lockview","CompX-LockView"
"4309","dserver","Exsequi Appliance Discovery"
"4309","dserver","Exsequi Appliance Discovery"
"4310","mirrtex","Mir-RT exchange service"
"4310","mirrtex","Mir-RT exchange service"
"4311","p6ssmc","P6R Secure Server Management Console"
"4311","","Reserved"
"4312","pscl-mgt","Parascale Membership Manager"
"4312","","Reserved"
"4313","perrla","PERRLA User Services"
"4313","","Reserved"
"4314","choiceview-agt","ChoiceView Agent"
"4314","","Reserved"
"4315","","Unassigned"
"4316","choiceview-clt","ChoiceView Client"
"4316","","Reserved"
"4317-4319","","Unassigned"
"4320","fdt-rcatp","FDT Remote Categorization Protocol"
"4320","fdt-rcatp","FDT Remote Categorization Protocol"
"4321","rwhois","Remote Who Is"
"4321","rwhois","Remote Who Is"
"4322","trim-event","TRIM Event Service"
"4322","trim-event","TRIM Event Service"
"4323","trim-ice","TRIM ICE Service"
"4323","trim-ice","TRIM ICE Service"
"4324","","Reserved"
"4325","geognosisman","Cadcorp GeognoSIS Manager Service"
"4325","geognosisman","Cadcorp GeognoSIS Manager Service"
"4326","geognosis","Cadcorp GeognoSIS Service"
"4326","geognosis","Cadcorp GeognoSIS Service"
"4327","jaxer-web","Jaxer Web Protocol"
"4327","jaxer-web","Jaxer Web Protocol"
"4328","jaxer-manager","Jaxer Manager Command Protocol"
"4328","jaxer-manager","Jaxer Manager Command Protocol"
"4329","publiqare-sync","PubliQare Distributed Environment Synchronisation Engine"
"4329","","Reserved"
"4330","dey-sapi","DEY Storage Administration REST API"
"4330","","Reserved"
"4331","ktickets-rest","ktickets REST API for event management and ticketing systems (embedded POS devices)"
"4331","","Reserved"
"4332","","Unassigned"
"4333","ahsp","ArrowHead Service Protocol (AHSP)"
"4333","ahsp","ArrowHead Service Protocol (AHSP)"
"4333","ahsp","ArrowHead Service Protocol (AHSP)"
"4334","netconf-ch-ssh","NETCONF Call Home (SSH)"
"4334","","Reserved"
"4335","netconf-ch-tls","NETCONF Call Home (TLS)"
"4335","","Reserved"
"4336","restconf-ch-tls","RESTCONF Call Home (TLS)"
"4336","","Reserved"
"4337-4339","","Unassigned"
"4340","gaia","Gaia Connector Protocol"
"4340","gaia","Gaia Connector Protocol"
"4341","lisp-data","LISP Data Packets"
"4341","lisp-data","LISP Data Packets"
"4342","lisp-cons","LISP-CONS Control"
"4342","lisp-control","LISP Control Packets"
"4343","unicall","UNICALL"
"4343","unicall","UNICALL"
"4344","vinainstall","VinaInstall"
"4344","vinainstall","VinaInstall"
"4345","m4-network-as","Macro 4 Network AS"
"4345","m4-network-as","Macro 4 Network AS"
"4346","elanlm","ELAN LM"
"4346","elanlm","ELAN LM"
"4347","lansurveyor","LAN Surveyor"
"4347","lansurveyor","LAN Surveyor"
"4348","itose","ITOSE"
"4348","itose","ITOSE"
"4349","fsportmap","File System Port Map"
"4349","fsportmap","File System Port Map"
"4350","net-device","Net Device"
"4350","net-device","Net Device"
"4351","plcy-net-svcs","PLCY Net Services"
"4351","plcy-net-svcs","PLCY Net Services"
"4352","pjlink","Projector Link"
"4352","pjlink","Projector Link"
"4353","f5-iquery","F5 iQuery"
"4353","f5-iquery","F5 iQuery"
"4354","qsnet-trans","QSNet Transmitter"
"4354","qsnet-trans","QSNet Transmitter"
"4355","qsnet-workst","QSNet Workstation"
"4355","qsnet-workst","QSNet Workstation"
"4356","qsnet-assist","QSNet Assistant"
"4356","qsnet-assist","QSNet Assistant"
"4357","qsnet-cond","QSNet Conductor"
"4357","qsnet-cond","QSNet Conductor"
"4358","qsnet-nucl","QSNet Nucleus"
"4358","qsnet-nucl","QSNet Nucleus"
"4359","omabcastltkm","OMA BCAST Long-Term Key Messages"
"4359","omabcastltkm","OMA BCAST Long-Term Key Messages"
"4360","matrix-vnet","Matrix VNet Communication Protocol
IANA assigned this well-formed service name as a replacement for ""matrix_vnet""."
"4360","matrix_vnet","Matrix VNet Communication Protocol"
"4360","","Reserved"
"4361","","Reserved"
"4361","nacnl","NavCom Discovery and Control Port"
"4362","","Reserved"
"4362","afore-vdp-disc","AFORE vNode Discovery protocol"
"4363-4365","","Unassigned"
"4366","shadowstream","ShadowStream System"
"4366","","Reserved"
"4367","","Unassigned"
"4368","wxbrief","WeatherBrief Direct"
"4368","wxbrief","WeatherBrief Direct"
"4369","epmd","Erlang Port Mapper Daemon"
"4369","epmd","Erlang Port Mapper Daemon"
"4370","elpro-tunnel","ELPRO V2 Protocol Tunnel
IANA assigned this well-formed service name as a replacement for ""elpro_tunnel""."
"4370","elpro_tunnel","ELPRO V2 Protocol Tunnel"
"4370","elpro-tunnel","ELPRO V2 Protocol Tunnel
IANA assigned this well-formed service name as a replacement for ""elpro_tunnel""."
"4370","elpro_tunnel","ELPRO V2 Protocol Tunnel"
"4371","l2c-control","LAN2CAN Control"
"4371","l2c-disc","LAN2CAN Discovery"
"4372","l2c-data","LAN2CAN Data"
"4372","l2c-data","LAN2CAN Data"
"4373","remctl","Remote Authenticated Command Service"
"4373","remctl","Remote Authenticated Command Service"
"4374","psi-ptt","PSI Push-to-Talk Protocol"
"4374","","Reserved"
"4375","tolteces","Toltec EasyShare"
"4375","tolteces","Toltec EasyShare"
"4376","bip","BioAPI Interworking"
"4376","bip","BioAPI Interworking"
"4377","cp-spxsvr","Cambridge Pixel SPx Server"
"4377","cp-spxsvr","Cambridge Pixel SPx Server"
"4378","cp-spxdpy","Cambridge Pixel SPx Display"
"4378","cp-spxdpy","Cambridge Pixel SPx Display"
"4379","ctdb","CTDB"
"4379","ctdb","CTDB"
"4380-4388","","Unassigned"
"4389","xandros-cms","Xandros Community Management Service"
"4389","xandros-cms","Xandros Community Management Service"
"4390","wiegand","Physical Access Control"
"4390","wiegand","Physical Access Control"
"4391","apwi-imserver","American Printware IMServer Protocol"
"4391","","Reserved"
"4392","apwi-rxserver","American Printware RXServer Protocol"
"4392","","Reserved"
"4393","apwi-rxspooler","American Printware RXSpooler Protocol"
"4393","","Reserved"
"4394","","Reserved"
"4394","apwi-disc","American Printware Discovery"
"4395","omnivisionesx","OmniVision communication for Virtual environments"
"4395","omnivisionesx","OmniVision communication for Virtual environments"
"4396","fly","Fly Object Space"
"4396","","Reserved"
"4397-4399","","Unassigned"
"4400","ds-srv","ASIGRA Services"
"4400","ds-srv","ASIGRA Services"
"4401","ds-srvr","ASIGRA Televaulting DS-System Service"
"4401","ds-srvr","ASIGRA Televaulting DS-System Service"
"4402","ds-clnt","ASIGRA Televaulting DS-Client Service"
"4402","ds-clnt","ASIGRA Televaulting DS-Client Service"
"4403","ds-user","ASIGRA Televaulting DS-Client Monitoring/Management"
"4403","ds-user","ASIGRA Televaulting DS-Client Monitoring/Management"
"4404","ds-admin","ASIGRA Televaulting DS-System Monitoring/Management"
"4404","ds-admin","ASIGRA Televaulting DS-System Monitoring/Management"
"4405","ds-mail","ASIGRA Televaulting Message Level Restore service"
"4405","ds-mail","ASIGRA Televaulting Message Level Restore service"
"4406","ds-slp","ASIGRA Televaulting DS-Sleeper Service"
"4406","ds-slp","ASIGRA Televaulting DS-Sleeper Service"
"4407","nacagent","Network Access Control Agent"
"4407","","Reserved"
"4408","slscc","SLS Technology Control Centre"
"4408","","Reserved"
"4409","netcabinet-com","Net-Cabinet comunication"
"4409","","Reserved"
"4410","itwo-server","RIB iTWO Application Server"
"4410","","Reserved"
"4411","found","Found Messaging Protocol"
"4411","","Reserved"
"4412","","Reserved"
"4412","smallchat","SmallChat"
"4413","avi-nms","AVI Systems NMS"
"4413","avi-nms-disc","AVI Systems NMS"
"4414","updog","Updog Monitoring and Status Framework"
"4414","","Reserved"
"4415","brcd-vr-req","Brocade Virtual Router Request"
"4415","","Reserved"
"4416","pjj-player","PJJ Media Player"
"4416","pjj-player-disc","PJJ Media Player discovery"
"4417","workflowdir","Workflow Director Communication"
"4417","","Reserved"
"4418","","Reserved"
"4418","axysbridge","AXYS communication protocol"
"4419","cbp","Colnod Binary Protocol"
"4419","","Reserved"
"4420","nvm-express","NVM Express over Fabrics storage access"
"4420","nvm-express","NVM Express over Fabrics storage access"
"4421","scaleft","Multi-Platform Remote Management for Cloud Infrastructure"
"4421","","Reserved"
"4422","tsepisp","TSEP Installation Service Protocol"
"4422","","Reserved"
"4423","thingkit","thingkit secure mesh"
"4423","","Reserved"
"4424","","Unassigned"
"4425","netrockey6","NetROCKEY6 SMART Plus Service"
"4425","netrockey6","NetROCKEY6 SMART Plus Service"
"4426","beacon-port-2","SMARTS Beacon Port"
"4426","beacon-port-2","SMARTS Beacon Port"
"4427","drizzle","Drizzle database server"
"4427","","Reserved"
"4428","omviserver","OMV-Investigation Server-Client"
"4428","","Reserved"
"4429","omviagent","OMV Investigation Agent-Server"
"4429","","Reserved"
"4430","rsqlserver","REAL SQL Server"
"4430","rsqlserver","REAL SQL Server"
"4431","wspipe","adWISE Pipe"
"4431","","Reserved"
"4432","l-acoustics","L-ACOUSTICS management"
"4432","l-acoustics","L-ACOUSTICS management"
"4433","vop","Versile Object Protocol"
"4433","","Reserved"
"4434-4440","","Unassigned"
"4441","","Reserved"
"4441","netblox","Netblox Protocol"
"4442","saris","Saris"
"4442","saris","Saris"
"4443","pharos","Pharos"
"4443","pharos","Pharos"
"4444","krb524","KRB524"
"4444","krb524","KRB524"
"4444","nv-video","NV Video default"
"4444","nv-video","NV Video default"
"4445","upnotifyp","UPNOTIFYP"
"4445","upnotifyp","UPNOTIFYP"
"4446","n1-fwp","N1-FWP"
"4446","n1-fwp","N1-FWP"
"4447","n1-rmgmt","N1-RMGMT"
"4447","n1-rmgmt","N1-RMGMT"
"4448","asc-slmd","ASC Licence Manager"
"4448","asc-slmd","ASC Licence Manager"
"4449","privatewire","PrivateWire"
"4449","privatewire","PrivateWire"
"4450","camp","Common ASCII Messaging Protocol"
"4450","camp","Common ASCII Messaging Protocol"
"4451","ctisystemmsg","CTI System Msg"
"4451","ctisystemmsg","CTI System Msg"
"4452","ctiprogramload","CTI Program Load"
"4452","ctiprogramload","CTI Program Load"
"4453","nssalertmgr","NSS Alert Manager"
"4453","nssalertmgr","NSS Alert Manager"
"4454","nssagentmgr","NSS Agent Manager"
"4454","nssagentmgr","NSS Agent Manager"
"4455","prchat-user","PR Chat User"
"4455","prchat-user","PR Chat User"
"4456","prchat-server","PR Chat Server"
"4456","prchat-server","PR Chat Server"
"4457","prRegister","PR Register"
"4457","prRegister","PR Register"
"4458","mcp","Matrix Configuration Protocol"
"4458","mcp","Matrix Configuration Protocol"
"4459-4483","","Unassigned"
"4484","hpssmgmt","hpssmgmt service"
"4484","hpssmgmt","hpssmgmt service"
"4485","assyst-dr","Assyst Data Repository Service"
"4485","","Reserved"
"4486","icms","Integrated Client Message Service"
"4486","icms","Integrated Client Message Service"
"4487","prex-tcp","Protocol for Remote Execution over TCP"
"4487","","Reserved"
"4488","awacs-ice","Apple Wide Area Connectivity Service ICE Bootstrap"
"4488","awacs-ice","Apple Wide Area Connectivity Service ICE Bootstrap"
"4489-4499","","Unassigned"
"4500","ipsec-nat-t","IPsec NAT-Traversal"
"4500","ipsec-nat-t","IPsec NAT-Traversal"
"4501","","Unassigned"
"4502","a25-fap-fgw","A25 (FAP-FGW)"
"4503-4533","","Unassigned"
"4534","","Reserved"
"4534","armagetronad","Armagetron Advanced Game Server"
"4535","ehs","Event Heap Server"
"4535","ehs","Event Heap Server"
"4536","ehs-ssl","Event Heap Server SSL"
"4536","ehs-ssl","Event Heap Server SSL"
"4537","wssauthsvc","WSS Security Service"
"4537","wssauthsvc","WSS Security Service"
"4538","swx-gate","Software Data Exchange Gateway"
"4538","swx-gate","Software Data Exchange Gateway"
"4539-4544","","Unassigned"
"4545","worldscores","WorldScores"
"4545","worldscores","WorldScores"
"4546","sf-lm","SF License Manager (Sentinel)"
"4546","sf-lm","SF License Manager (Sentinel)"
"4547","lanner-lm","Lanner License Manager"
"4547","lanner-lm","Lanner License Manager"
"4548","synchromesh","Synchromesh"
"4548","synchromesh","Synchromesh"
"4549","aegate","Aegate PMR Service"
"4549","aegate","Aegate PMR Service"
"4550","gds-adppiw-db","Perman I Interbase Server"
"4550","gds-adppiw-db","Perman I Interbase Server"
"4551","ieee-mih","MIH Services"
"4551","ieee-mih","MIH Services"
"4552","menandmice-mon","Men and Mice Monitoring"
"4552","menandmice-mon","Men and Mice Monitoring"
"4553","icshostsvc","ICS host services"
"4553","","Reserved"
"4554","msfrs","MS FRS Replication"
"4554","msfrs","MS FRS Replication"
"4555","rsip","RSIP Port"
"4555","rsip","RSIP Port"
"4556","dtn-bundle","DTN Bundle TCP CL Protocol"
"4556","dtn-bundle","DTN Bundle UDP CL Protocol"
"4556","dtn-bundle","DTN Bundle DCCP CL Protocol"
"4557","","Reserved"
"4557","mtcevrunqss","Marathon everRun Quorum Service Server"
"4558","","Reserved"
"4558","mtcevrunqman","Marathon everRun Quorum Service Manager"
"4559","hylafax","HylaFAX"
"4559","hylafax","HylaFAX"
"4560-4562","","Unassigned"
"4563","amahi-anywhere","Amahi Anywhere"
"4563","","Reserved"
"4564-4565","","Unassigned"
"4566","kwtc","Kids Watch Time Control Service"
"4566","kwtc","Kids Watch Time Control Service"
"4567","tram","TRAM"
"4567","tram","TRAM"
"4568","bmc-reporting","BMC Reporting"
"4568","bmc-reporting","BMC Reporting"
"4569","iax","Inter-Asterisk eXchange"
"4569","iax","Inter-Asterisk eXchange"
"4570","deploymentmap","Service to distribute and update within a site deployment information for Oracle Communications Suite"
"4570","","Reserved"
"4571-4572","","Unassigned"
"4573","cardifftec-back","A port for communication between a server and client for a custom backup system"
"4573","","Reserved"
"4574-4589","","Unassigned"
"4590","rid","RID over HTTP/TLS"
"4590","","Reserved"
"4591","l3t-at-an","HRPD L3T (AT-AN)"
"4591","l3t-at-an","HRPD L3T (AT-AN)"
"4592","","Reserved"
"4592","hrpd-ith-at-an","HRPD-ITH (AT-AN)"
"4593","ipt-anri-anri","IPT (ANRI-ANRI)"
"4593","ipt-anri-anri","IPT (ANRI-ANRI)"
"4594","ias-session","IAS-Session (ANRI-ANRI)"
"4594","ias-session","IAS-Session (ANRI-ANRI)"
"4595","ias-paging","IAS-Paging (ANRI-ANRI)"
"4595","ias-paging","IAS-Paging (ANRI-ANRI)"
"4596","ias-neighbor","IAS-Neighbor (ANRI-ANRI)"
"4596","ias-neighbor","IAS-Neighbor (ANRI-ANRI)"
"4597","a21-an-1xbs","A21 (AN-1xBS)"
"4597","a21-an-1xbs","A21 (AN-1xBS)"
"4598","a16-an-an","A16 (AN-AN)"
"4598","a16-an-an","A16 (AN-AN)"
"4599","a17-an-an","A17 (AN-AN)"
"4599","a17-an-an","A17 (AN-AN)"
"4600","piranha1","Piranha1"
"4600","piranha1","Piranha1"
"4601","piranha2","Piranha2"
"4601","piranha2","Piranha2"
"4602","mtsserver","EAX MTS Server"
"4602","","Reserved"
"4603","menandmice-upg","Men & Mice Upgrade Agent"
"4603","","Reserved"
"4604","irp","Identity Registration Protocol"
"4604","","Reserved"
"4605","sixchat","Direct End to End Secure Chat Protocol"
"4605","","Reserved"
"4606-4620","","Unassigned"
"4621","","Reserved"
"4621","ventoso","Bidirectional single port remote radio VOIP and Control stream"
"4622-4657","","Unassigned"
"4658","playsta2-app","PlayStation2 App Port"
"4658","playsta2-app","PlayStation2 App Port"
"4659","playsta2-lob","PlayStation2 Lobby Port"
"4659","playsta2-lob","PlayStation2 Lobby Port"
"4660","smaclmgr","smaclmgr"
"4660","smaclmgr","smaclmgr"
"4661","kar2ouche","Kar2ouche Peer location service"
"4661","kar2ouche","Kar2ouche Peer location service"
"4662","oms","OrbitNet Message Service"
"4662","oms","OrbitNet Message Service"
"4663","noteit","Note It! Message Service"
"4663","noteit","Note It! Message Service"
"4664","ems","Rimage Messaging Server"
"4664","ems","Rimage Messaging Server"
"4665","contclientms","Container Client Message Service"
"4665","contclientms","Container Client Message Service"
"4666","eportcomm","E-Port Message Service"
"4666","eportcomm","E-Port Message Service"
"4667","mmacomm","MMA Comm Services"
"4667","mmacomm","MMA Comm Services"
"4668","mmaeds","MMA EDS Service"
"4668","mmaeds","MMA EDS Service"
"4669","eportcommdata","E-Port Data Service"
"4669","eportcommdata","E-Port Data Service"
"4670","light","Light packets transfer protocol"
"4670","light","Light packets transfer protocol"
"4671","acter","Bull RSF action server"
"4671","acter","Bull RSF action server"
"4672","rfa","remote file access server"
"4672","rfa","remote file access server"
"4673","cxws","CXWS Operations"
"4673","cxws","CXWS Operations"
"4674","appiq-mgmt","AppIQ Agent Management"
"4674","appiq-mgmt","AppIQ Agent Management"
"4675","dhct-status","BIAP Device Status"
"4675","dhct-status","BIAP Device Status"
"4676","dhct-alerts","BIAP Generic Alert"
"4676","dhct-alerts","BIAP Generic Alert"
"4677","bcs","Business Continuity Servi"
"4677","bcs","Business Continuity Servi"
"4678","traversal","boundary traversal"
"4678","traversal","boundary traversal"
"4679","mgesupervision","MGE UPS Supervision"
"4679","mgesupervision","MGE UPS Supervision"
"4680","mgemanagement","MGE UPS Management"
"4680","mgemanagement","MGE UPS Management"
"4681","parliant","Parliant Telephony System"
"4681","parliant","Parliant Telephony System"
"4682","finisar","finisar"
"4682","finisar","finisar"
"4683","spike","Spike Clipboard Service"
"4683","spike","Spike Clipboard Service"
"4684","rfid-rp1","RFID Reader Protocol 1.0"
"4684","rfid-rp1","RFID Reader Protocol 1.0"
"4685","autopac","Autopac Protocol"
"4685","autopac","Autopac Protocol"
"4686","msp-os","Manina Service Protocol"
"4686","msp-os","Manina Service Protocol"
"4687","nst","Network Scanner Tool FTP"
"4687","nst","Network Scanner Tool FTP"
"4688","mobile-p2p","Mobile P2P Service"
"4688","mobile-p2p","Mobile P2P Service"
"4689","altovacentral","Altova DatabaseCentral"
"4689","altovacentral","Altova DatabaseCentral"
"4690","prelude","Prelude IDS message proto"
"4690","prelude","Prelude IDS message proto"
"4691","mtn","monotone Netsync Protocol"
"4691","mtn","monotone Netsync Protocol"
"4692","conspiracy","Conspiracy messaging"
"4692","conspiracy","Conspiracy messaging"
"4693-4699","","Unassigned"
"4700","netxms-agent","NetXMS Agent"
"4700","netxms-agent","NetXMS Agent"
"4701","netxms-mgmt","NetXMS Management"
"4701","netxms-mgmt","NetXMS Management"
"4702","netxms-sync","NetXMS Server Synchronization"
"4702","netxms-sync","NetXMS Server Synchronization"
"4703","npqes-test","Network Performance Quality Evaluation System Test Service"
"4703","","Reserved"
"4704","assuria-ins","Assuria Insider"
"4704","","Reserved"
"4705-4710","","Unassigned"
"4711","trinity-dist","Trinity Trust Network Node Communication"
"4711","trinity-dist","Trinity Trust Network Node Communication"
"4711","trinity-dist","Trinity Trust Network Node Communication"
"4712-4724","","Unassigned"
"4725","truckstar","TruckStar Service"
"4725","truckstar","TruckStar Service"
"4726","","Reserved"
"4726","a26-fap-fgw","A26 (FAP-FGW)"
"4727","fcis","F-Link Client Information Service"
"4727","fcis-disc","F-Link Client Information Service Discovery"
"4728","capmux","CA Port Multiplexer"
"4728","capmux","CA Port Multiplexer"
"4729","","Reserved"
"4729","gsmtap","GSM Interface Tap"
"4730","gearman","Gearman Job Queue System"
"4730","gearman","Gearman Job Queue System"
"4731","remcap","Remote Capture Protocol"
"4731","","Reserved"
"4732","","Reserved"
"4732","ohmtrigger","OHM server trigger"
"4733","resorcs","RES Orchestration Catalog Services"
"4733","","Reserved"
"4734-4736","","Unassigned"
"4737","ipdr-sp","IPDR/SP"
"4737","ipdr-sp","IPDR/SP"
"4738","solera-lpn","SoleraTec Locator"
"4738","solera-lpn","SoleraTec Locator"
"4739","ipfix","IP Flow Info Export"
"4739","ipfix","IP Flow Info Export"
"4739","ipfix","IP Flow Info Export"
"4740","ipfixs","ipfix protocol over TLS"
"4740","ipfixs","ipfix protocol over DTLS"
"4740","ipfixs","ipfix protocol over DTLS"
"4741","lumimgrd","Luminizer Manager"
"4741","lumimgrd","Luminizer Manager"
"4742","sicct","SICCT"
"4742","sicct-sdp","SICCT Service Discovery Protocol"
"4743","openhpid","openhpi HPI service"
"4743","openhpid","openhpi HPI service"
"4744","ifsp","Internet File Synchronization Protocol"
"4744","ifsp","Internet File Synchronization Protocol"
"4745","fmp","Funambol Mobile Push"
"4745","fmp","Funambol Mobile Push"
"4746","","Reserved"
"4746","intelliadm-disc","IntelliAdmin Discovery"
"4747","buschtrommel","peer-to-peer file exchange protocol"
"4747","","Reserved"
"4748-4748","","Unassigned"
"4749","profilemac","Profile for Mac"
"4749","profilemac","Profile for Mac"
"4750","ssad","Simple Service Auto Discovery"
"4750","ssad","Simple Service Auto Discovery"
"4751","spocp","Simple Policy Control Protocol"
"4751","spocp","Simple Policy Control Protocol"
"4752","snap","Simple Network Audio Protocol"
"4752","snap","Simple Network Audio Protocol"
"4753","simon","Simple Invocation of Methods Over Network (SIMON)"
"4753","simon-disc","Simple Invocation of Methods Over Network (SIMON) Discovery"
"4754","","Reserved"
"4754","gre-in-udp","GRE-in-UDP Encapsulation"
"4755","","Reserved"
"4755","gre-udp-dtls","GRE-in-UDP Encapsulation with DTLS"
"4756","RDCenter","Reticle Decision Center"
"4756","","Reserved"
"4757-4773","","Unassigned"
"4774","converge","Converge RPC"
"4774","","Reserved"
"4775-4783","","Unassigned"
"4784","bfd-multi-ctl","BFD Multihop Control"
"4784","bfd-multi-ctl","BFD Multihop Control"
"4785","","Reserved"
"4785","cncp","Cisco Nexus Control Protocol"
"4786","smart-install","Smart Install Service"
"4786","","Reserved"
"4787","sia-ctrl-plane","Service Insertion Architecture (SIA) Control-Plane"
"4787","","Reserved"
"4788","xmcp","eXtensible Messaging Client Protocol"
"4788","","Reserved"
"4789","vxlan","Virtual eXtensible Local Area Network (VXLAN)"
"4789","","Reserved"
"4790","vxlan-gpe","Generic Protocol Extension for Virtual eXtensible Local Area Network (VXLAN)"
"4790","","Reserved"
"4791","roce","IP Routable RocE"
"4791","","Reserved"
"4792-4799","","Unassigned"
"4800","iims","Icona Instant Messenging System"
"4800","iims","Icona Instant Messenging System"
"4801","iwec","Icona Web Embedded Chat"
"4801","iwec","Icona Web Embedded Chat"
"4802","ilss","Icona License System Server"
"4802","ilss","Icona License System Server"
"4803","notateit","Notateit Messaging"
"4803","notateit-disc","Notateit Messaging Discovery"
"4804","","Reserved"
"4804","aja-ntv4-disc","AJA ntv4 Video System Discovery"
"4805-4826","","Unassigned"
"4827","htcp","HTCP"
"4827","htcp","HTCP"
"4828-4836","","Unassigned"
"4837","varadero-0","Varadero-0"
"4837","varadero-0","Varadero-0"
"4838","varadero-1","Varadero-1"
"4838","varadero-1","Varadero-1"
"4839","varadero-2","Varadero-2"
"4839","varadero-2","Varadero-2"
"4840","opcua-tcp","OPC UA TCP Protocol"
"4840","opcua-udp","OPC UA TCP Protocol"
"4841","quosa","QUOSA Virtual Library Service"
"4841","quosa","QUOSA Virtual Library Service"
"4842","gw-asv","nCode ICE-flow Library AppServer"
"4842","gw-asv","nCode ICE-flow Library AppServer"
"4843","opcua-tls","OPC UA TCP Protocol over TLS/SSL"
"4843","opcua-tls","OPC UA TCP Protocol over TLS/SSL"
"4844","gw-log","nCode ICE-flow Library LogServer"
"4844","gw-log","nCode ICE-flow Library LogServer"
"4845","wcr-remlib","WordCruncher Remote Library Service"
"4845","wcr-remlib","WordCruncher Remote Library Service"
